Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo
Fecha 3,3 de agosto,Once Caldas,2  -  0,América de Cali,2008,Finalización
Fecha 4,9 de agosto,Pasto,0  -  0,Once Caldas,2008,Finalización
Fecha 4,9 de agosto,Huila,2  -  2,Quindío,2008,Finalización
Fecha 4,9 de agosto,Millonarios,3  -  1,Tolima,2008,Finalización
Fecha 4,10 de agosto,América de Cali,1  -  1,Bucaramanga,2008,Finalización
Fecha 4,10 de agosto,Atlético Nacional,1  -  2,Envigado,2008,Finalización
Fecha 4,10 de agosto,Junior,2  -  1,Medellín,2008,Finalización
Fecha 4,10 de agosto,Cúcuta,2  -  1,Deportivo Cali,2008,Finalización
Fecha 4,10 de agosto,Pereira,1  -  1,La Equidad,2008,Finalización
Fecha 4,10 de agosto,Boyacá Chicó,1  -  2,Santa Fe,2008,Finalización
Fecha 5,16 de agosto,Once Caldas,1  -  0,Boyacá Chicó,2008,Finalización
Fecha 5,16 de agosto,Quindío,1  -  2,Millonarios,2008,Finalización
Fecha 5,16 de agosto,Medellín,0  -  1,Atlético Nacional,2008,Finalización
Fecha 5,17 de agosto,Deportivo Cali,1  -  2,Junior,2008,Finalización
Fecha 5,17 de agosto,Tolima,1  -  0,Pereira,2008,Finalización
Fecha 5,17 de agosto,La Equidad,2  -  0,Cúcuta,2008,Finalización
Fecha 5,17 de agosto,Bucaramanga,1  -  0,Pasto,2008,Finalización
Fecha 5,17 de agosto,Envigado,0  -  0,América de Cali,2008,Finalización
Fecha 5,17 de agosto,Santa Fe,1  -  0,Huila,2008,Finalización
Fecha 6,22 de agosto,América de Cali,1  -  0,Medellín,2008,Finalización
Fecha 6,23 de agosto,Atlético Nacional,1  -  1,Deportivo Cali,2008,Finalización
Fecha 6,23 de agosto,Boyacá Chicó,1  -  2,Bucaramanga,2008,Finalización
Fecha 6,24 de agosto,Huila,3  -  3,Once Caldas,2008,Finalización
Fecha 6,24 de agosto,Santa Fe,3  -  2,Quindío,2008,Finalización
Fecha 6,24 de agosto,Pasto,1  -  1,Envigado,2008,Finalización
Fecha 6,24 de agosto,Junior,4  -  0,La Equidad,2008,Finalización
Fecha 6,24 de agosto,Cúcuta,1  -  2,Tolima,2008,Finalización
Fecha 6,24 de agosto,Pereira,3  -  2,Millonarios,2008,Finalización
Fecha 7,30 de agosto,La Equidad,1  -  0,Atlético Nacional,2008,Finalización
Fecha 7,30 de agosto,Deportivo Cali,2  -  0,América de Cali,2008,Finalización
Fecha 7,30 de agosto,Millonarios,3  -  0,Cúcuta,2008,Finalización
Fecha 7,31 de agosto,Once Caldas,0  -  0,Santa Fe,2008,Finalización
Fecha 7,31 de agosto,Medellín,3  -  1,Pasto,2008,Finalización
Fecha 7,31 de agosto,Bucaramanga,1  -  1,Huila,2008,Finalización
Fecha 7,31 de agosto,Envigado,1  -  2,Boyacá Chicó,2008,Finalización
Fecha 7,31 de agosto,Quindío,2  -  0,Pereira,2008,Finalización
Fecha 7,31 de agosto,Tolima,2  -  1,Junior,2008,Finalización
Fecha 8,12 de septiembre,Pasto,2  -  0,Deportivo Cali,2008,Finalización
Fecha 8,13 de septiembre,Junior,1  -  0,Millonarios,2008,Finalización
Fecha 8,13 de septiembre,América de Cali,1  -  1,La Equidad,2008,Finalización
Fecha 8,14 de septiembre,Atlético Nacional,2  -  1,Tolima,2008,Finalización
Fecha 8,14 de septiembre,Once Caldas,1  -  1,Quindío,2008,Finalización
Fecha 8,14 de septiembre,Huila,1  -  0,Envigado,2008,Finalización
Fecha 8,14 de septiembre,Cúcuta,0  -  2,Pereira,2008,Finalización
Fecha 8,14 de septiembre,Santa Fe,0  -  0,Bucaramanga,2008,Finalización
Fecha 8,14 de septiembre,Boyacá Chicó,1  -  1,Medellín,2008,Finalización
Fecha 9,19 de septiembre,Tolima,3  -  1,Huila,2008,Finalización
Fecha 9,20 de septiembre,Millonarios,0  -  1,Santa Fe,2008,Finalización
Fecha 9,20 de septiembre,América de Cali,4  -  1,Deportivo Cali,2008,Finalización
Fecha 9,21 de septiembre,Atlético Nacional,1  -  2,Medellín,2008,Finalización
Fecha 9,21 de septiembre,Boyacá Chicó,1  -  0,Quindío,2008,Finalización
Fecha 9,21 de septiembre,Cúcuta,0  -  0,Bucaramanga,2008,Finalización
Fecha 9,21 de septiembre,Junior,1  -  0,Envigado,2008,Finalización
Fecha 9,21 de septiembre,Pasto,0  -  0,La Equidad,2008,Finalización
Fecha 9,21 de septiembre,Pereira,1  -  1,Once Caldas,2008,Finalización
Fecha 10,24 de septiembre,La Equidad,0  -  1,Pasto,2008,Finalización
Fecha 10,24 de septiembre,Pereira,2  -  1,Junior,2008,Finalización
Fecha 10,24 de septiembre,Medellín,1  -  0,Huila,2008,Finalización
Fecha 10,24 de septiembre,Envigado,0  -  0,Santa Fe,2008,Finalización
Fecha 10,24 de septiembre,Bucaramanga,3  -  1,Once Caldas,2008,Finalización
Fecha 10,24 de septiembre,Quindío,0  -  0,Cúcuta,2008,Finalización
Fecha 10,24 de septiembre,Tolima,0  -  0,América de Cali,2008,Finalización
Fecha 10,24 de septiembre,Millonarios,0  -  0,Atlético Nacional,2008,Finalización
Fecha 10,25 de septiembre,Deportivo Cali,4  -  0,Boyacá Chicó,2008,Finalización
Fecha 11,27 de septiembre,Santa Fe,1  -  0,Medellín,2008,Finalización
Fecha 11,27 de septiembre,Junior,0  -  1,Cúcuta,2008,Finalización
Fecha 11,28 de septiembre,Bucaramanga,0  -  0,Quindío,2008,Finalización
Fecha 11,28 de septiembre,Atlético Nacional,0  -  1,Pereira,2008,Finalización
Fecha 11,28 de septiembre,Once Caldas,2  -  1,Envigado,2008,Finalización
Fecha 11,28 de septiembre,Pasto,1  -  2,Tolima,2008,Finalización
Fecha 11,28 de septiembre,Boyacá Chicó,0  -  1,La Equidad,2008,Finalización
Fecha 11,28 de septiembre,Huila,0  -  1,Deportivo Cali,2008,Finalización
Fecha 11,28 de septiembre,América de Cali,1  -  0,Millonarios,2008,Finalización
Fecha 12,5 de octubre,Quindío,2  -  1,Junior,2008,Finalización
Fecha 12,5 de octubre,Cúcuta,0  -  1,Atlético Nacional,2008,Finalización
Fecha 12,5 de octubre,Pereira,2  -  1,América de Cali,2008,Finalización
Fecha 12,5 de octubre,Millonarios,4  -  0,Pasto,2008,Finalización
Fecha 12,5 de octubre,Tolima,1  -  0,Boyacá Chicó,2008,Finalización
Fecha 12,5 de octubre,La Equidad,2  -  2,Huila,2008,Finalización
Fecha 12,5 de octubre,Deportivo Cali,1  -  0,Santa Fe,2008,Finalización
Fecha 12,5 de octubre,Medellín,3  -  2,Once Caldas,2008,Finalización
Fecha 12,5 de octubre,Envigado,4  -  1,Bucaramanga,2008,Finalización
Fecha 13,17 de octubre,Bucaramanga,1  -  4,Medellín,2008,Finalización
Fecha 13,18 de octubre,Once Caldas,1  -  4,Deportivo Cali,2008,Finalización
Fecha 13,18 de octubre,Santa Fe,0  -  1,La Equidad,2008,Finalización
Fecha 13,19 de octubre,Envigado,1  -  2,Quindío,2008,Finalización
Fecha 13,19 de octubre,Huila,3  -  2,Tolima,2008,Finalización
Fecha 13,19 de octubre,Pasto,0  -  0,Pereira,2008,Finalización
Fecha 13,19 de octubre,Atlético Nacional,2  -  1,Junior,2008,Finalización
Fecha 13,19 de octubre,América de Cali,1  -  0,Cúcuta,2008,Finalización
Fecha 13,19 de octubre,Boyacá Chicó,2  -  1,Millonarios,2008,Finalización
Fecha 14,22 de octubre,Junior,4  -  3,América de Cali,2008,Finalización
Fecha 14,22 de octubre,Millonarios,1  -  0,Huila,2008,Finalización
Fecha 14,22 de octubre,Pereira,1  -  2,Boyacá Chicó,2008,Finalización
Fecha 14,22 de octubre,Cúcuta,1  -  0,Pasto,2008,Finalización
Fecha 14,22 de octubre,Tolima,2  -  0,Santa Fe,2008,Finalización
Fecha 14,22 de octubre,La Equidad,1  -  0,Once Caldas,2008,Finalización
Fecha 14,22 de octubre,Deportivo Cali,3  -  0,Bucaramanga,2008,Finalización
Fecha 14,22 de octubre,Medellín,1  -  1,Envigado,2008,Finalización
Fecha 14,23 de octubre,Quindío,0  -  3,Atlético Nacional,2008,Finalización
Fecha 15,25 de octubre,Envigado,2  -  0,Deportivo Cali,2008,Finalización
Fecha 15,25 de octubre,Santa Fe,1  -  1,Millonarios,2008,Finalización
Fecha 15,26 de octubre,Medellín,2  -  0,Quíndío,2008,Finalización
Fecha 15,26 de octubre,Bucaramanga,0  -  1,La Equidad,2008,Finalización
Fecha 15,26 de octubre,Once Caldas,2  -  0,Tolima,2008,Finalización
Fecha 15,26 de octubre,Boyacá Chicó,2  -  0,Cúcuta,2008,Finalización
Fecha 15,26 de octubre,Pasto,1  -  1,Junior,2008,Finalización
Fecha 15,26 de octubre,América de Cali,3  -  0,Atlético Nacional,2008,Finalización
Fecha 15,26 de octubre,Huila,1  -  1,Pereira,2008,Finalización
Fecha 16,31 de octubre,Atlético Nacional,2  -  1,Pasto,2008,Finalización
Fecha 16,1 de noviembre,Deportivo Cali,0  -  2,Medellín,2008,Finalización
Fecha 16,1 de noviembre,Quindío,0  -  2,América de Cali,2008,Finalización
Fecha 16,2 de noviembre,Junior,1  -  0,Boyacá Chicó,2008,Finalización
Fecha 16,2 de noviembre,Tolima,0  -  0,Bucaramanga,2008,Finalización
Fecha 16,2 de noviembre,Cúcuta,2  -  0,Huila,2008,Finalización
Fecha 16,2 de noviembre,Millonarios,0  -  0,Once Caldas,2008,Finalización
Fecha 16,2 de noviembre,Pereira,2  -  0,Santa Fe,2008,Finalización
Fecha 16,3 de noviembre,La Equidad,2  -  0,Envigado,2008,Finalización
Fecha 17,8 de noviembre,Boyacá Chicó,0  -  1,Atlético Nacional,2008,Finalización
Fecha 17,9 de noviembre,Santa Fe,3  -  0,Cúcuta,2008,Finalización
Fecha 17,9 de noviembre,Medellín,2  -  1,La Equidad,2008,Finalización
Fecha 17,9 de noviembre,Bucaramanga,1  -  1,Millonarios,2008,Finalización
Fecha 17,9 de noviembre,Once Caldas,1  -  0,Pereira,2008,Finalización
Fecha 17,9 de noviembre,Huila,0  -  1,Junior,2008,Finalización
Fecha 17,9 de noviembre,Pasto,0  -  0,América de Cali,2008,Finalización
Fecha 17,9 de noviembre,Envigado,1  -  0,Tolima,2008,Finalización
Fecha 17,9 de noviembre,Deportivo Cali,2  -  0,Quindío,2008,Finalización
Fecha 18,15 de noviembre,Tolima,2  -  0,Medellín,2008,Finalización
Fecha 18,16 de noviembre,Atlético Nacional,2  -  0,Huila,2008,Finalización
Fecha 18,16 de noviembre,Quindío,1  -  0,Pasto,2008,Finalización
Fecha 18,16 de noviembre,América de Cali,4  -  2,Boyacá Chicó,2008,Finalización
Fecha 18,16 de noviembre,Junior,3  -  1,Santa Fe,2008,Finalización
Fecha 18,16 de noviembre,Cúcuta,0  -  1,Once Caldas,2008,Finalización
Fecha 18,16 de noviembre,Millonarios,2  -   1,Envigado,2008,Finalización
Fecha 18,16 de noviembre,Pereira,3  -  0,Bucaramanga,2008,Finalización
Fecha 18,16 de noviembre,La Equidad,1  -  0,Deportivo Cali,2008,Finalización
Fecha 1,22 de noviembre,Medellín,2  -  1,Tolima,2008,Finalización
Fecha 1,23 de noviembre,La Equidad,0  -  0,Atlético Nacional,2008,Finalización
Fecha 2,27 de noviembre,Atlético Nacional,1  -  1,Medellín,2008,Finalización
Fecha 2,27 de noviembre,Tolima,2  -  1,La Equidad,2008,Finalización
Fecha 3,30 de noviembre,La Equidad,2  -  3,Medellín,2008,Finalización
Fecha 3,30 de noviembre,Atlético Nacional,1  -  1,Tolima,2008,Finalización
Fecha 4,7 de diciembre,Tolima,2  -  1,Atlético Nacional,2008,Finalización
Fecha 4,7 de diciembre,Medellín,1  -  0,La Equidad,2008,Finalización
Fecha 5,10 de diciembre,Medellín,0  -  0,Atlético Nacional,2008,Finalización
Fecha 5,10 de diciembre,La Equidad,3  -  1,Tolima,2008,Finalización
Fecha 6,14 de diciembre,Tolima,4  -  1,Medellín,2008,Finalización
Fecha 6,14 de diciembre,Atlético Nacional,1  -  4,La Equidad,2008,Finalización
Fecha 1,22 de noviembre,Junior,2  -  0,Deportivo Cali,2008,Finalización
Fecha 1,23 de noviembre,América de Cali,3  -  0,Pereira,2008,Finalización
Fecha 2,26 de noviembre,Deportivo Cali,2  -  2,América de Cali,2008,Finalización
Fecha 2,26 de noviembre,Pereira,3  -  2,Junior,2008,Finalización
Fecha 3,29 de noviembre,Deportivo Cali,3  -  0,Pereira,2008,Finalización
Fecha 3,29 de noviembre,Junior,1  -  1,América de Cali,2008,Finalización
Fecha 4,7 de diciembre,Pereira,3  -  1,Deportivo Cali,2008,Finalización
Fecha 4,7 de diciembre,América de Cali,2  -  0,Junior,2008,Finalización
Fecha 5,10 de diciembre,Junior,3  -  0,Pereira,2008,Finalización
Fecha 5,10 de diciembre,América de Cali,1  -  0,Deportivo Cali,2008,Finalización
Fecha 6,14 de diciembre,Deportivo Cali,2  -  1,Junior,2008,Finalización
Fecha 6,14 de diciembre,Pereira,3  -  1,América de Cali,2008,Finalización
