Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,Atlético Nacional,1  -  1,La Equidad,,2009,Finalización
Fecha 1,Cúcuta,1  -  1,América de Cali,,2009,Finalización
Fecha 1,Once Caldas,1  -  0,Pereira,,2009,Finalización
Fecha 1,Boyacá Chicó,2  -  3,Huila,,2009,Finalización
Fecha 1,Cartagena,1  -  0,Santa Fe,,2009,Finalización
Fecha 1,Deportivo Cali,2  -  2,Envigado,,2009,Finalización
Fecha 1,Pasto,2  -  1,Medellín,,2009,Finalización
Fecha 1,Tolima,1  -  4,Quindío,,2009,Finalización
Fecha 1,Millonarios,3  -  1,Junior,,2009,Finalización
Fecha 2,Envigado,2  -  2,Cartagena,,2009,Finalización
Fecha 2,Quindío,1  -  1,Millonarios,,2009,Finalización
Fecha 2,Medellín,1  -  0,Deportivo Cali,,2009,Finalización
Fecha 2,Huila,1  -  0,Tolima,,2009,Finalización
Fecha 2,Junior,1  -  0,Cúcuta,,2009,Finalización
Fecha 2,La Equidad,2  -  1,Once Caldas,,2009,Finalización
Fecha 2,Pereira,3  -  0,Pasto,,2009,Finalización
Fecha 2,Santa Fe,4  -  2,Boyacá Chicó,,2009,Finalización
Fecha 2,América de Cali,2  -  2,Atlético Nacional,,2009,Finalización
Fecha 3,Once Caldas,0  -  0,América de Cali,,2009,Finalización
Fecha 3,Huila,2  -  1,Santa Fe,,2009,Finalización
Fecha 3,Deportivo Cali,2  -  1,Pereira,,2009,Finalización
Fecha 3,Boyacá Chicó,4  -  2,Envigado,,2009,Finalización
Fecha 3,Cartagena,1  -  3,Medellín,,2009,Finalización
Fecha 3,Pasto,1  -  1,La Equidad,,2009,Finalización
Fecha 3,Atlético Nacional,2  -  1,Junior,,2009,Finalización
Fecha 3,Cúcuta,2  -  0,Quindío,,2009,Finalización
Fecha 3,Millonarios,0  -  2,Tolima,,2009,Finalización
Fecha 4,La Equidad,2  -  2,Deportivo Cali,,2009,Finalización
Fecha 4,Quindío,0  -  1,Atlético Nacional,,2009,Finalización
Fecha 4,Millonarios,1  -  1,Huila,,2009,Finalización
Fecha 4,Tolima,1  -  1,Cúcuta,,2009,Finalización
Fecha 4,Junior,4  -  2,Once Caldas,,2009,Finalización
Fecha 4,Pereira,1  -  1,Cartagena,,2009,Finalización
Fecha 4,Medellín,1  -  0,Boyacá Chicó,,2009,Finalización
Fecha 4,Envigado,2  -  3,Santa Fe,,2009,Finalización
Fecha 4,América de Cali,1  -  1,Pasto,,2009,Finalización
Fecha 5,Cúcuta,0  -  1,Millonarios,,2009,Finalización
Fecha 5,Santa Fe,0  -  3[28]​,Medellín,,2009,Finalización
Fecha 5,Boyacá Chicó,0  -  0,Pereira,,2009,Finalización
Fecha 5,Huila,3  -  2,Envigado,,2009,Finalización
Fecha 5,Cartagena,2  -  2,La Equidad,,2009,Finalización
Fecha 5,Pasto,1  -  0,Junior,,2009,Finalización
Fecha 5,Once Caldas,2  -  0,Quindío,,2009,Finalización
Fecha 5,Atlético Nacional,2  -  2,Tolima,,2009,Finalización
Fecha 5,Deportivo Cali,3  -  2,América de Cali,,2009,Finalización
Fecha 6,América de Cali,0  -  1,Cartagena,,2009,Finalización
Fecha 6,Millonarios,1  -  1,Atlético Nacional,,2009,Finalización
Fecha 6,Medellín,4  -  2,Envigado,,2009,Finalización
Fecha 6,Cúcuta,1  -  2,Huila,,2009,Finalización
Fecha 6,Tolima,2  -  1,Once Caldas,,2009,Finalización
Fecha 6,Quindío,2  -  1,Pasto,,2009,Finalización
Fecha 6,Junior,5  -  2,Deportivo Cali,,2009,Finalización
Fecha 6,La Equidad,1  -  1,Boyacá Chicó,,2009,Finalización
Fecha 6,Pereira,0  -  0,Santa Fe,,2009,Finalización
Fecha 7,Santa Fe,3  -  0,La Equidad,,2009,Finalización
Fecha 7,Once Caldas,0  -  0,Millonarios,,2009,Finalización
Fecha 7,Cartagena,2  -  2,Junior,,2009,Finalización
Fecha 7,Boyacá Chicó,1  -  1,América de Cali,,2009,Finalización
Fecha 7,Deportivo Cali,2  -  1,Quindío,,2009,Finalización
