Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo
Fecha 3,5 de agosto de 2007,Millonarios,1  -  2,Deportivo Cali,2007,Finalización
Fecha 4,12 de agosto de 2007,Cúcuta Deportivo,2  -  2,Millonarios,2007,Finalización
Fecha 4,12 de agosto de 2007,Once Caldas,2  -  3,Deportivo Pasto,2007,Finalización
Fecha 4,12 de agosto de 2007,Santa Fe,4  -  1,Atlético Bucaramanga,2007,Finalización
Fecha 4,12 de agosto de 2007,Deportes Quindío,3  -  1,Deportivo  Pereira,2007,Finalización
Fecha 4,12 de agosto de 2007,Real Cartagena,0  -  2,Atlético Nacional,2007,Finalización
Fecha 4,12 de agosto de 2007,Atlético Huila,1  -  1,América de Cali,2007,Finalización
Fecha 4,12 de agosto de 2007,La Equidad,3  -  1,Boyacá Chicó,2007,Finalización
Fecha 4,12 de agosto de 2007,Deportivo Cali,1  -  2,Deportes Tolima,2007,Finalización
Fecha 4,12 de agosto de 2007,Independiente Medellín,3  -  1,Junior,2007,Finalización
Fecha 5,19 de agosto de 2007,Deportes Tolima,2  -  0,Cúcuta Deportivo,2007,Finalización
Fecha 5,19 de agosto de 2007,Millonarios,1  -  2,Once Caldas,2007,Finalización
Fecha 5,19 de agosto de 2007,América de Cali,1  -  0,Real Cartagena,2007,Finalización
Fecha 5,19 de agosto de 2007,Junior,2  -  1,Deportivo Cali,2007,Finalización
Fecha 5,19 de agosto de 2007,Deportivo Pereira,2  -  2,La Equidad,2007,Finalización
Fecha 5,19 de agosto de 2007,Boyacá Chicó,0  -  1,Santa Fe,2007,Finalización
Fecha 5,19 de agosto de 2007,Atlético Bucaramanga,5  -  0,Atlético Huila,2007,Finalización
Fecha 5,19 de agosto de 2007,Deportivo Pasto,1  -  2,Deportes Quindío,2007,Finalización
Fecha 5,19 de agosto de 2007,Atlético Nacional,1  -  0,Independiente Medellín,2007,Finalización
Fecha 6,26 de agosto de 2007,Independiente Medellín,1  -  3,América de Cali,2007,Finalización
Fecha 6,26 de agosto de 2007,Deportivo Cali,1  -  1,Atlético Nacional,2007,Finalización
Fecha 6,26 de agosto de 2007,Once Caldas,0  -  1,Deportes Tolima,2007,Finalización
Fecha 6,26 de agosto de 2007,Santa Fe,1  -  2,La Equidad,2007,Finalización
Fecha 6,26 de agosto de 2007,Deportivo Pasto,1  -  1,Deportivo Pereira,2007,Finalización
Fecha 6,26 de agosto de 2007,Cúcuta Deportivo,2  -  0,Junior,2007,Finalización
Fecha 6,26 de agosto de 2007,Real Cartagena,3  -  1,Atlético Bucaramanga,2007,Finalización
Fecha 6,26 de agosto de 2007,Atlético Huila,0  -  0,Boyacá Chicó,2007,Finalización
Fecha 6,26 de agosto de 2007,Deportes Quindío,6  -  1,Millonarios,2007,Finalización
Fecha 7,2 de septiembre de 2007,Deportivo  Pereira,2  -  2,Santa Fe,2007,Finalización
Fecha 7,2 de septiembre de 2007,América de Cali,0  -  0,Deportivo Cali,2007,Finalización
Fecha 7,2 de septiembre de 2007,Millonarios,0  -  3,Deportivo Pasto,2007,Finalización
Fecha 7,2 de septiembre de 2007,Junior,4  -  2,Once Caldas,2007,Finalización
Fecha 7,2 de septiembre de 2007,La Equidad,2  -  1,Atlético Huila,2007,Finalización
Fecha 7,2 de septiembre de 2007,Boyacá Chicó,1  -  1,Real Cartagena,2007,Finalización
Fecha 7,2 de septiembre de 2007,Atlético Bucaramanga,0  -  1,Independiente Medellín,2007,Finalización
Fecha 7,2 de septiembre de 2007,Deportes Tolima,1  -  1,Deportes Quindío,2007,Finalización
Fecha 7,2 de septiembre de 2007,Atlético Nacional,0  -  1,Cúcuta Deportivo,2007,Finalización
Fecha 8,9 de septiembre de 2007,Independiente Medellín,0  -  2,Boyacá Chicó,2007,Finalización
Fecha 8,9 de septiembre de 2007,Deportivo Cali,1  -  1,Atlético Bucaramanga,2007,Finalización
Fecha 8,9 de septiembre de 2007,Cúcuta Deportivo,2  -  0,América de Cali,2007,Finalización
Fecha 8,9 de septiembre de 2007,Millonarios,1  -  0,Deportivo Pereira,2007,Finalización
Fecha 8,9 de septiembre de 2007,Deportes Quindío,1  -  0,Junior,2007,Finalización
Fecha 8,9 de septiembre de 2007,Real Cartagena,1  -  2,La Equidad,2007,Finalización
Fecha 8,9 de septiembre de 2007,Atlético Huila,0  -  0,Santa Fe,2007,Finalización
Fecha 8,9 de septiembre de 2007,Once Caldas,2  -  2,Atlético Nacional,2007,Finalización
Fecha 8,9 de septiembre de 2007,Deportivo  Pasto,2  -  0,Deportes  Tolima,2007,Finalización
Fecha 9,16 de septiembre de 2007,Once Caldas,2  -  2,Deportivo Pereira,2007,Finalización
Fecha 9,16 de septiembre de 2007,Deportivo Cali,0  -  1,América de Cali,2007,Finalización
Fecha 9,16 de septiembre de 2007,Real Cartagena,1  -  0,Junior,2007,Finalización
Fecha 9,16 de septiembre de 2007,Independiente Medellín,1  -  4,Atlético Nacional,2007,Finalización
Fecha 9,16 de septiembre de 2007,Boyacá Chicó,1  -  0,Deportes  Quindío,2007,Finalización
Fecha 9,16 de septiembre de 2007,La Equidad,0  -  0,Deportivo Pasto,2007,Finalización
Fecha 9,16 de septiembre de 2007,Atlético Huila,3  -  0,Deportes Tolima,2007,Finalización
Fecha 9,16 de septiembre de 2007,Cúcuta Deportivo,3  -  1,Atlético Bucaramanga,2007,Finalización
Fecha 9,16 de septiembre de 2007,Santa Fe,0  -  1,Millonarios,2007,Finalización
Fecha 10,23 de septiembre de 2007,Boyacá Chicó,1  -  1,Deportivo Cali,2007,Finalización
Fecha 10,23 de septiembre de 2007,La Equidad,0  -  1,Independiente Medellín,2007,Finalización
Fecha 10,23 de septiembre de 2007,Deportes Tolima,0  -  0,Millonarios,2007,Finalización
Fecha 10,23 de septiembre de 2007,América de Cali,2  -  2,Once Caldas,2007,Finalización
Fecha 10,23 de septiembre de 2007,Deportivo Pereira,0  -  0,Atlético Huila,2007,Finalización
Fecha 10,23 de septiembre de 2007,Santa Fe,1  -  1,Real Cartagena,2007,Finalización
Fecha 10,23 de septiembre de 2007,Atlético Bucaramanga,1  -  2,Cúcuta Deportivo,2007,Finalización
Fecha 10,23 de septiembre de 2007,Junior,1  -  0,Deportivo Pasto,2007,Finalización
Fecha 10,23 de septiembre de 2007,Atlético Nacional,2  -  1,Deportes Quindío,2007,Finalización
Fecha 11,30 de septiembre de 2007,Deportes Tolima,3  -  0,Deportivo  Pereira,2007,Finalización
Fecha 11,30 de septiembre de 2007,Deportes Quindío,0  -  2,América de Cali,2007,Finalización
Fecha 11,30 de septiembre de 2007,Independiente  Medellín,2  -  0,Santa Fe,2007,Finalización
Fecha 11,30 de septiembre de 2007,Real Cartagena,1  -  2,Atlético Huila,2007,Finalización
Fecha 11,30 de septiembre de 2007,Cúcuta Deportivo,5  -  1,Boyacá Chicó,2007,Finalización
Fecha 11,30 de septiembre de 2007,Deportivo Cali,0  -  1,La Equidad,2007,Finalización
Fecha 11,30 de septiembre de 2007,Millonarios,2  -  0,Junior,2007,Finalización
Fecha 11,30 de septiembre de 2007,Once Caldas,1  -  0,Atlético Bucaramanga,2007,Finalización
Fecha 11,30 de septiembre de 2007,Deportivo Pasto,0  -  1,Atlético Nacional,2007,Finalización
Fecha 12,7 de octubre de 2007,Deportivo Pereira,1  -  1,Real Cartagena,2007,Finalización
Fecha 12,7 de octubre de 2007,América de Cali,1  -  0,Deportivo Pasto,2007,Finalización
Fecha 12,7 de octubre de 2007,Atlético Huila,0  -  3,Independiente Medellín,2007,Finalización
Fecha 12,7 de octubre de 2007,Santa Fe,0  -  0,Deportivo Cali,2007,Finalización
Fecha 12,7 de octubre de 2007,La Equidad,1  -  0,Cúcuta Deportivo,2007,Finalización
Fecha 12,7 de octubre de 2007,Boyacá Chicó,1  -  0,Once Caldas,2007,Finalización
Fecha 12,7 de octubre de 2007,Atlético Bucaramanga,3  -  2,Deportes Quindío,2007,Finalización
Fecha 12,7 de octubre de 2007,Junior,1  -  2,Deportes Tolima,2007,Finalización
Fecha 12,7 de octubre de 2007,Atlético Nacional,3  -  0,Millonarios,2007,Finalización
Fecha 13,21 de octubre de 2007,Deportes Quindío,1  -  5,Boyacá Chicó,2007,Finalización
Fecha 13,21 de octubre de 2007,Millonarios,1  -  2,América de Cali,2007,Finalización
Fecha 13,21 de octubre de 2007,Once Caldas,2  -  1,La Equidad,2007,Finalización
Fecha 13,21 de octubre de 2007,Independiente Medellín,1  -  0,Real Cartagena,2007,Finalización
Fecha 13,21 de octubre de 2007,Junior,0  -  0,Deportivo Pereira,2007,Finalización
Fecha 13,21 de octubre de 2007,Deportivo Pasto,2  -  0,Atlético Bucaramanga,2007,Finalización
Fecha 13,21 de octubre de 2007,Cúcuta Deportivo,4  -  1,Santa Fe,2007,Finalización
Fecha 13,21 de octubre de 2007,Deportivo Cali,2  -  2,Atlético Huila,2007,Finalización
Fecha 13,21 de octubre de 2007,Deportes Tolima,2  -  1,Atlético Nacional,2007,Finalización
Fecha 14,25 de octubre de 2007,La Equidad,2  -  1,Deportes Quindío,2007,Finalización
Fecha 14,25 de octubre de 2007,Atlético Bucaramanga,1  -  0,Millonarios,2007,Finalización
Fecha 14,25 de octubre de 2007,Atlético Nacional,0  -  0,Junior,2007,Finalización
Fecha 14,25 de octubre de 2007,Deportivo Pereira,2  -  0,Independiente Medellín,2007,Finalización
Fecha 14,25 de octubre de 2007,Real Cartagena,0  -  2,Deportivo Cali,2007,Finalización
Fecha 14,25 de octubre de 2007,Atlético Huila,2  -  2,Cúcuta Deportivo,2007,Finalización
Fecha 14,25 de octubre de 2007,Santa Fe,0  -  4,Once Caldas,2007,Finalización
Fecha 14,25 de octubre de 2007,Boyacá Chicó,0  -  0,Deportivo  Pasto,2007,Finalización
Fecha 14,25 de octubre de 2007,América de Cali,1  -  0,Deportes Tolima,2007,Finalización
Fecha 15,31 de octubre de 2007,Atlético Nacional,2  -  0,Deportivo Pereira,2007,Finalización
Fecha 15,31 de octubre de 2007,Junior,1  -  3,América de Cali,2007,Finalización
Fecha 15,31 de octubre de 2007,Deportes Tolima,3  -  1,Atlético Bucaramanga,2007,Finalización
Fecha 15,31 de octubre de 2007,Millonarios,2  -  1,Boyacá Chicó,2007,Finalización
Fecha 15,31 de octubre de 2007,Deportes Quindío,3  -  0,Santa Fe,2007,Finalización
Fecha 15,31 de octubre de 2007,Once Caldas,2  -  2,Atlético Huila,2007,Finalización
Fecha 15,31 de octubre de 2007,Cúcuta Deportivo,1  -  0,Real Cartagena,2007,Finalización
Fecha 15,31 de octubre de 2007,Deportivo Cali,0  -  1,Independiente Medellín,2007,Finalización
Fecha 15,31 de octubre de 2007,Deportivo Pasto,4  -  1,La Equidad,2007,Finalización
Fecha 16,4 de noviembre de 2007,América de Cali,1  -  1,Atlético Nacional,2007,Finalización
Fecha 16,4 de noviembre de 2007,Boyacá Chicó,1  -  0,Deportes Tolima,2007,Finalización
Fecha 16,4 de noviembre de 2007,La Equidad,1  -  1,Millonarios,2007,Finalización
Fecha 16,4 de noviembre de 2007,Santa Fe,0  -  0,Deportivo Pasto,2007,Finalización
Fecha 16,4 de noviembre de 2007,Deportivo Pereira,1  -  0,Deportivo Cali,2007,Finalización
Fecha 16,4 de noviembre de 2007,Real Cartagena,1  -  1,Once Caldas,2007,Finalización
Fecha 16,4 de noviembre de 2007,Atlético Huila,0  -  1,Deportes Quindío,2007,Finalización
Fecha 16,4 de noviembre de 2007,Atlético Bucaramanga,2  -  1,Junior,2007,Finalización
Fecha 16,4 de noviembre de 2007,Independiente Medellín,1  -  1,Cúcuta Deportivo,2007,Finalización
Fecha 17,7 de noviembre de 2007,América de Cali,2  -  0,Deportivo Pereira,2007,Finalización
Fecha 17,7 de noviembre de 2007,Atlético Nacional,1  -  0,Atlético Bucaramanga,2007,Finalización
Fecha 17,7 de noviembre de 2007,Junior,0  -  0,Boyacá Chicó,2007,Finalización
Fecha 17,7 de noviembre de 2007,Deportes Tolima,2  -  1,La Equidad,2007,Finalización
Fecha 17,7 de noviembre de 2007,Deportivo Pasto,1  -  0,Atlético Huila,2007,Finalización
Fecha 17,7 de noviembre de 2007,Deportes Quindío,1  -  0,Real Cartagena,2007,Finalización
Fecha 17,7 de noviembre de 2007,Once Caldas,1  -  0,Independiente Medellín,2007,Finalización
Fecha 17,7 de noviembre de 2007,Cúcuta Deportivo,1  -  1,Deportivo Cali,2007,Finalización
Fecha 17,7 de noviembre de 2007,Millonarios,2  -  2,Santa Fe,2007,Finalización
Fecha 18,11 de noviembre de 2007,Atlético Huila,1  -  1,Millonarios,2007,Finalización
Fecha 18,11 de noviembre de 2007,Boyacá Chicó,1  -  2,Atlético Nacional,2007,Finalización
Fecha 18,11 de noviembre de 2007,Independiente Medellín,3  -  4,Deportes Quindío,2007,Finalización
Fecha 18,11 de noviembre de 2007,Deportivo Cali,1  -  0,Once Caldas,2007,Finalización
Fecha 18,11 de noviembre de 2007,Real Cartagena,3  -  3,Deportivo Pasto,2007,Finalización
Fecha 18,11 de noviembre de 2007,La Equidad,5  -  0,Junior,2007,Finalización
Fecha 18,11 de noviembre de 2007,Santa Fe,1  -  1,Deportes Tolima,2007,Finalización
Fecha 18,11 de noviembre de 2007,Deportivo Pereira,2  -  2,Cúcuta Deportivo,2007,Finalización
Fecha 18,11 de noviembre de 2007,Atlético Bucaramanga,1  -  0,América de Cali,2007,Finalización
