Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo
Fecha 12,10 de abril,Junior,5  -  3,América de Cali,2005,Apertura
Fecha 12,10 de abril,Boyacá Chicó,1  -  1,Once Caldas,2005,Apertura
Fecha 12,10 de abril,Huila,0  -  0,Santa Fe,2005,Apertura
Fecha 12,10 de abril,Millonarios,2  -  2,Pasto,2005,Apertura
Fecha 12,10 de abril,Pereira,1  -  1,Quindío,2005,Apertura
Fecha 12,10 de abril,Medellín,2  -  1,Cartagena,2005,Apertura
Fecha 13,16 de abril,Atlético Nacional,2  -  0,Boyacá Chicó,2005,Apertura
Fecha 13,17 de abril,Tolima,0  -  0,América de Cali,2005,Apertura
Fecha 13,17 de abril,Cartagena,3  -  1,Junior,2005,Apertura
Fecha 13,17 de abril,Quindío,0  -  0,Medellín,2005,Apertura
Fecha 13,17 de abril,Santa Fe,0  -  1,Millonarios,2005,Apertura
Fecha 13,17 de abril,Once Caldas,1  -  0,Huila,2005,Apertura
Fecha 13,17 de abril,Pasto,0  -  0,Pereira,2005,Apertura
Fecha 13,17 de abril,Magdalena,1  -  3,Envigado,2005,Apertura
Fecha 13,17 de abril,Deportivo Cali,2  -  0,Bucaramanga,2005,Apertura
Fecha 14,23 de abril,Millonarios,0  -  3,Once Caldas,2005,Apertura
Fecha 14,23 de abril,América de Cali,2  -  1,Cartagena,2005,Apertura
Fecha 14,24 de abril,Bucaramanga,0  -  0,Tolima,2005,Apertura
Fecha 14,24 de abril,Envigado,0  -  0,Deportivo Cali,2005,Apertura
Fecha 14,24 de abril,Boyacá Chicó,1  -  0,Magdalena,2005,Apertura
Fecha 14,24 de abril,Huila,0  -  0,Atlético Nacional,2005,Apertura
Fecha 14,24 de abril,Pereira,0  -  1,Santa Fe,2005,Apertura
Fecha 14,24 de abril,Medellín,2  -  1,Pasto,2005,Apertura
Fecha 14,24 de abril,Junior,3  -  1,Quindío,2005,Apertura
Fecha 15,30 de abril,Santa Fe,2  -  1,Medellín,2005,Apertura
Fecha 15,1 de mayo,Tolima,1  -  2,Cartagena,2005,Apertura
Fecha 15,1 de mayo,Quindío,1  -  0,América de Cali,2005,Apertura
Fecha 15,1 de mayo,Pasto,2  -  1,Junior,2005,Apertura
Fecha 15,1 de mayo,Once Caldas,1  -  0,Pereira,2005,Apertura
Fecha 15,1 de mayo,Atlético Nacional,1  -  1,Millonarios,2005,Apertura
Fecha 15,1 de mayo,Magdalena,0  -  1,Huila,2005,Apertura
Fecha 15,1 de mayo,Deportivo Cali,1  -  0,Boyacá Chicó,2005,Apertura
Fecha 15,1 de mayo,Bucaramanga,0  -  0,Envigado,2005,Apertura
Fecha 16,7 de mayo,Envigado,2  -  0,Tolima,2005,Apertura
Fecha 16,7 de mayo,Boyacá Chicó,2  -  0,Bucaramanga,2005,Apertura
Fecha 16,7 de mayo,Huila,2  -  0,Deportivo Cali,2005,Apertura
Fecha 16,7 de mayo,Millonarios,1  -  0,Magdalena,2005,Apertura
Fecha 16,7 de mayo,Pereira,1  -  1,Atlético Nacional,2005,Apertura
Fecha 16,7 de mayo,Medellín,1  -  0,Once Caldas,2005,Apertura
Fecha 16,7 de mayo,Junior,1  -  1,Santa Fe,2005,Apertura
Fecha 16,7 de mayo,América de Cali,1  -  0,Pasto,2005,Apertura
Fecha 16,7 de mayo,Cartagena,1  -  0,Quindío,2005,Apertura
Fecha 17,11 de mayo,Tolima,3  -  0,Quindío,2005,Apertura
Fecha 17,11 de mayo,Pasto,1  -  1,Cartagena,2005,Apertura
Fecha 17,11 de mayo,Santa Fe,2  -  5,América de Cali,2005,Apertura
Fecha 17,11 de mayo,Once Caldas,2  -  1,Junior,2005,Apertura
Fecha 17,11 de mayo,Atlético Nacional,3  -  1,Medellín,2005,Apertura
Fecha 17,11 de mayo,Magdalena,1  -  1,Pereira,2005,Apertura
Fecha 17,11 de mayo,Deportivo Cali,4  -  2,Millonarios,2005,Apertura
Fecha 17,11 de mayo,Bucaramanga,2  -  0,Huila,2005,Apertura
Fecha 17,11 de mayo,Envigado,1  -  2,Boyacá Chicó,2005,Apertura
Fecha 18,15 de mayo,Boyacá Chicó,0  -  0,Tolima,2005,Apertura
Fecha 18,15 de mayo,Huila,2  -  1,Envigado,2005,Apertura
Fecha 18,15 de mayo,Millonarios,1  -  1,Bucaramanga,2005,Apertura
Fecha 18,15 de mayo,Pereira,0  -  2,Deportivo Cali,2005,Apertura
Fecha 18,15 de mayo,Medellín,5  -  0,Magdalena,2005,Apertura
Fecha 18,15 de mayo,América de Cali,1  -  1,Once Caldas,2005,Apertura
Fecha 18,15 de mayo,Junior,2  -  0,Atlético Nacional,2005,Apertura
Fecha 18,15 de mayo,Cartagena,0  -  2,Santa Fe,2005,Apertura
Fecha 18,15 de mayo,Quindío,1  -  1,Pasto,2005,Apertura
