Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 12,Deportivo Cali,2  :  0,Cúcuta Deportivo,Deportivo Cali,2019,Apertura
Fecha 12,Millonarios,3  :  2,Independiente Medellín,Nemesio Camacho El Campín,2019,Apertura
Fecha 12,Envigado F. C.,0  :  0,Santa Fe,Polideportivo Sur,2019,Apertura
Fecha 13,Patriotas,0  :  3,Deportivo Cali,La Independencia,2019,Apertura
Fecha 13,Junior,1  :  1,Unión Magdalena,Metropolitano Roberto Meléndez,2019,Apertura
Fecha 13,Deportes Tolima,2  :  1,Atlético Nacional,Manuel Murillo Toro,2019,Apertura
Fecha 13,Rionegro Águilas,0  :  0,Atlético Huila,Alberto Grisales,2019,Apertura
Fecha 13,América de Cali,1  :  3,La Equidad,Olímpico Pascual Guerrero,2019,Apertura
Fecha 13,Envigado F. C.,1  :  2,Atlético Bucaramanga,Polideportivo Sur,2019,Apertura
Fecha 13,Cúcuta Deportivo,1  :  3,Deportivo Pasto,General Santander,2019,Apertura
Fecha 13,Alianza Petrolera,0  :  2,Millonarios,Daniel Villa Zapata,2019,Apertura
Fecha 13,Santa Fe,0  :  0,Jaguares,Nemesio Camacho El Campín,2019,Apertura
Fecha 13,Independiente Medellín,1  :  1,Once Caldas,Atanasio Girardot,2019,Apertura
Fecha 14,Deportivo Cali,2  :  1,Deportes Tolima,Deportivo Cali,2019,Apertura
Fecha 14,Unión Magdalena,4  :  0,Patriotas,Sierra Nevada,2019,Apertura
Fecha 14,Atlético Huila,2  :  1,América de Cali,Guillermo Plazas Alcid,2019,Apertura
Fecha 14,La Equidad,2  :  2,Junior,Metropolitano de Techo,2019,Apertura
Fecha 14,Deportivo Pasto,1  :  0,Independiente Medellín,Municipal de Ipiales,2019,Apertura
Fecha 14,Jaguares,2  :  0,Rionegro Águilas,Jaraguay,2019,Apertura
Fecha 14,Atlético Nacional,1  :  0,Alianza Petrolera,Atanasio Girardot,2019,Apertura
Fecha 14,Atlético Bucaramanga,2  :  1,Santa Fe,Alfonso López,2019,Apertura
Fecha 14,Millonarios,1  :  0,Cúcuta Deportivo,Nemesio Camacho El Campín,2019,Apertura
Fecha 14,Once Caldas,1  :  0,Envigado F. C.,Palogrande,2019,Apertura
Fecha 15,Rionegro Águilas,0  :  1,Unión Magdalena,Alberto Grisales,2019,Apertura
Fecha 15,Once Caldas,0  :  1,Jaguares,Palogrande,2019,Apertura
Fecha 15,Santa Fe,1  :  1,La Equidad,Nemesio Camacho El Campín,2019,Apertura
Fecha 15,Independiente Medellín,4  :  0,Atlético Bucaramanga,Atanasio Girardot,2019,Apertura
Fecha 15,Alianza Petrolera,0  :  1,Cúcuta Deportivo,Daniel Villa Zapata,2019,Apertura
Fecha 15,Patriotas,1  :  3,Millonarios,La Independencia,2019,Apertura
Fecha 15,Junior,0  :  0,Atlético Nacional,Metropolitano Roberto Meléndez,2019,Apertura
Fecha 15,Envigado F. C.,1  :  1,Atlético Huila,Polideportivo Sur,2019,Apertura
Fecha 15,Deportes Tolima,0  :  0,Deportivo Pasto,Manuel Murillo Toro,2019,Apertura
Fecha 15,América de Cali,0  :  1,Deportivo Cali,Olímpico Pascual Guerrero,2019,Apertura
Fecha 16,Cúcuta Deportivo,2  :  2,Independiente Medellín,General Santander,2019,Apertura
Fecha 16,Atlético Bucaramanga,1  :  1,Once Caldas,Alfonso López,2019,Apertura
Fecha 16,Deportivo Pasto,1  :  0,Alianza Petrolera,Municipal de Ipiales,2019,Apertura
Fecha 16,Jaguares,2  :  2,Envigado F. C.,Jaraguay,2019,Apertura
Fecha 16,Atlético Huila,0  :  3,Santa Fe,Guillermo Plazas Alcid,2019,Apertura
Fecha 16,Millonarios,1  :  2,Deportes Tolima,Nemesio Camacho El Campín,2019,Apertura
Fecha 16,Deportivo Cali,0  :  0,Junior,Deportivo Cali,2019,Apertura
Fecha 16,Unión Magdalena,0  :  3,América de Cali,Sierra Nevada,2019,Apertura
Fecha 16,Atlético Nacional,4  :  0,Patriotas,Atanasio Girardot,2019,Apertura
Fecha 16,La Equidad,2  :  2,Rionegro Águilas,Metropolitano de Techo,2019,Apertura
Fecha 17,Once Caldas,1  :  0,La Equidad,Palogrande,2019,Apertura
Fecha 17,Deportes Tolima,2  :  2,Alianza Petrolera,Manuel Murillo Toro,2019,Apertura
Fecha 17,Independiente Medellín,3  :  0,Jaguares,Atanasio Girardot,2019,Apertura
Fecha 17,Santa Fe,1  :  2,Deportivo Cali,Nemesio Camacho El Campín,2019,Apertura
Fecha 17,Patriotas,1  :  0,Cúcuta Deportivo,La Independencia,2019,Apertura
Fecha 17,Envigado F. C.,1  :  1,Unión Magdalena,Polideportivo Sur,2019,Apertura
Fecha 17,América de Cali,1  :  1,Millonarios,Olímpico Pascual Guerrero,2019,Apertura
Fecha 17,Junior,0  :  0,Deportivo Pasto,Metropolitano Roberto Meléndez,2019,Apertura
Fecha 17,Rionegro Águilas,2  :  1,Atlético Nacional,Alberto Grisales,2019,Apertura
Fecha 17,Atlético Bucaramanga,2  :  4,Atlético Huila,Alfonso López,2019,Apertura
Fecha 18,La Equidad,0  :  1,Envigado F. C.,Metropolitano de Techo,2019,Apertura
Fecha 18,Unión Magdalena,3  :  1,Santa Fe,Sierra Nevada,2019,Apertura
Fecha 18,Deportivo Cali,2  :  1,Rionegro Águilas,Deportivo Cali,2019,Apertura
Fecha 18,Atlético Nacional,2  :  0,América de Cali,Atanasio Girardot,2019,Apertura
Fecha 18,Alianza Petrolera,1  :  1,Independiente Medellín,Daniel Villa Zapata,2019,Apertura
Fecha 18,Deportivo Pasto,1  :  1,Patriotas,Municipal de Ipiales,2019,Apertura
Fecha 18,Jaguares,1  :  1,Atlético Bucaramanga,Jaraguay,2019,Apertura
Fecha 18,Millonarios,2  :  0,Junior,Nemesio Camacho El Campín,2019,Apertura
Fecha 18,Atlético Huila,1  :  0,Once Caldas,Guillermo Plazas Alcid,2019,Apertura
Fecha 18,Cúcuta Deportivo,0  :  2,Deportes Tolima,General Santander,2019,Apertura
Fecha 19,Once Caldas,4  :  0,Deportivo Cali,Palogrande,2019,Apertura
Fecha 19,Envigado F. C.,4  :  0,Atlético Nacional,Polideportivo Sur,2019,Apertura
Fecha 19,Patriotas,1  :  0,Deportes Tolima,La Independencia,2019,Apertura
Fecha 19,Rionegro Águilas,2  :  1,Deportivo Pasto,Alberto Grisales,2019,Apertura
Fecha 19,Jaguares,1  :  1,La Equidad,Jaraguay,2019,Apertura
Fecha 19,Santa Fe,0  :  0,Millonarios,Nemesio Camacho El Campín,2019,Apertura
Fecha 19,Independiente Medellín,2  :  1,Atlético Huila,Atanasio Girardot,2019,Apertura
Fecha 19,Atlético Bucaramanga,0  :  1,Unión Magdalena,Alfonso López,2019,Apertura
Fecha 19,Junior,1  :  1,Alianza Petrolera,Metropolitano Roberto Meléndez,2019,Apertura
Fecha 19,América de Cali,2  :  0,Cúcuta Deportivo,Olímpico Pascual Guerrero,2019,Apertura
Fecha 20,Atlético Huila,0  :  2,Jaguares,Guillermo Plazas Alcid,2019,Apertura
Fecha 20,Deportes Tolima,0  :  1,Independiente Medellín,Manuel Murillo Toro,2019,Apertura
Fecha 20,Alianza Petrolera,3  :  0,Patriotas,Daniel Villa Zapata,2019,Apertura
Fecha 20,Cúcuta Deportivo,2  :  1,Junior,General Santander,2019,Apertura
Fecha 20,Deportivo Pasto,1  :  1,América de Cali,Municipal de Ipiales,2019,Apertura
Fecha 20,Atlético Nacional,2  :  1,Santa Fe,Atanasio Girardot,2019,Apertura
Fecha 20,Deportivo Cali,1  :  0,Envigado F. C.,Deportivo Cali,2019,Apertura
Fecha 20,Unión Magdalena,1  :  0,Once Caldas,Sierra Nevada,2019,Apertura
Fecha 20,Millonarios,1  :  1,Rionegro Águilas,Nemesio Camacho El Campín,2019,Apertura
Fecha 20,La Equidad,3  :  1,Atlético Bucaramanga,Metropolitano de Techo,2019,Apertura
