Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,Independiente Medellín,0  :  3,Itagüí,Atanasio Girardot,2011,Finalización
Fecha 1,Cúcuta Deportivo,0  :  1,Deportivo Cali,General Santander,2011,Finalización
Fecha 1,Santa Fe,3  :  0,Deportes Tolima,Nemesio Camacho El Campín,2011,Finalización
Fecha 1,Envigado F. C.,1  :  3,Atlético Nacional,Atanasio Girardot,2011,Finalización
Fecha 1,Once Caldas,3  :  1,Boyacá Chicó,Palogrande,2011,Finalización
Fecha 1,Junior,0  :  3,Real Cartagena,Metropolitano Roberto Meléndez,2011,Finalización
Fecha 1,Atlético Huila,2  :  1,Millonarios,Guillermo Plazas Alcid,2011,Finalización
Fecha 1,La Equidad,0  :  2,Deportivo Pereira,Metropolitano de Techo,2011,Finalización
Fecha 1,América de Cali,1  :  0,Deportes Quindío,Olímpico Pascual Guerrero,2011,Finalización
Fecha 2,Itagüí,1  :  1,Envigado F. C.,Ditaires,2011,Finalización
Fecha 2,Deportivo Cali,1  :  1,Once Caldas,Olímpico Pascual Guerrero,2011,Finalización
Fecha 2,Deportivo Pereira,1  :  1,América de Cali,Hernán Ramírez Villegas,2011,Finalización
Fecha 2,Deportes Quindío,3  :  1,Santa Fe,Centenario,2011,Finalización
Fecha 2,Deportes Tolima,0  :  0,Junior,Manuel Murillo Toro,2011,Finalización
Fecha 2,Atlético Nacional,1  :  2,La Equidad,Atanasio Girardot,2011,Finalización
Fecha 2,Real Cartagena,2  :  1,Atlético Huila,Olímpico Jaime Morón León,2011,Finalización
Fecha 2,Millonarios,1  :  1,Cúcuta Deportivo,Nemesio Camacho El Campín,2011,Finalización
Fecha 2,Boyacá Chicó,0  :  0,Independiente Medellín,La Independencia,2011,Finalización
Fecha 3,Itagüí,1  :  1,Boyacá Chicó,Ditaires,2011,Finalización
Fecha 3,La Equidad,0  :  2,Envigado F. C.,Metropolitano de Techo,2011,Finalización
Fecha 3,América de Cali,2  :  4,Atlético Nacional,Olímpico Pascual Guerrero,2011,Finalización
Fecha 3,Junior,4  :  0,Deportes Quindío,Metropolitano Roberto Meléndez,2011,Finalización
Fecha 3,Santa Fe,0  :  0,Deportivo Pereira,Nemesio Camacho El Campín,2011,Finalización
Fecha 3,Once Caldas,0  :  1,Millonarios,Palogrande,2011,Finalización
Fecha 3,Cúcuta Deportivo,3  :  2,Real Cartagena,General Santander,2011,Finalización
Fecha 3,Independiente Medellín,3  :  0,Deportivo Cali,Atanasio Girardot,2011,Finalización
