Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,Patriotas,3 :  0,Deportivo Pasto,La Independencia,2014,Finalización
Fecha 1,Deportivo Cali,0 :  1,Boyacá Chicó,Deportivo Cali,2014,Finalización
Fecha 1,Millonarios,2 :  1,Envigado F. C.,Nemesio Camacho El Campín,2014,Finalización
Fecha 1,Independiente Medellín,1 :  0,Atlético Nacional,Atanasio Girardot,2014,Finalización
Fecha 1,Deportes Tolima,2 :  0,Uniautónoma,Manuel Murillo Toro,2014,Finalización
Fecha 1,Fortaleza,0 :  1,Once Caldas,Metropolitano de Techo,2014,Finalización
Fecha 1,Águilas Doradas,2 :  1,Santa Fe,Hernán Ramírez Villegas,2014,Finalización
Fecha 1,Junior,4 :  3,Atlético Huila,Metropolitano Roberto Meléndez,2014,Finalización
Fecha 1,Alianza Petrolera,3 :  1,La Equidad,Álvaro Gómez Hurtado,2014,Finalización
Fecha 2,Envigado F.C.,0 :  0,Deportes Tolima,Polideportivo Sur,2014,Finalización
Fecha 2,Atlético Huila,1 :  3,Águilas Doradas,Guillermo Plazas Alcid,2014,Finalización
Fecha 2,Uniautónoma,2 :  4,Junior,Metropolitano Roberto Meléndez,2014,Finalización
Fecha 2,La Equidad,0 :  1,Millonarios,Metropolitano de Techo,2014,Finalización
Fecha 2,Deportivo Pasto,0 :  0,Independiente Medellín,Libertad,2014,Finalización
Fecha 2,Once Caldas,2 :  0,Patriotas,Palogrande,2014,Finalización
Fecha 2,Boyacá Chicó,1 :  0,Alianza Petrolera,La Independencia,2014,Finalización
Fecha 2,Santa Fe,2 :  0,Fortaleza,Nemesio Camacho El Campín,2014,Finalización
Fecha 2,Atlético Nacional,2 :  2,Deportivo Cali,Atanasio Girardot,2014,Finalización
Fecha 3,Fortaleza,1 :  1,Atlético Huila,Metropolitano de Techo,2014,Finalización
Fecha 3,Uniautónoma,0 :  2,Envigado F. C.,Metropolitano Roberto Melendez,2014,Finalización
Fecha 3,Patriotas,0 :  0,Santa Fe,La Independencia,2014,Finalización
Fecha 3,Águilas Doradas,0 :  0,Junior,Hernán Ramírez Villegas,2014,Finalización
Fecha 3,Millonarios,1 :  1,Boyacá Chicó,El Campín,2014,Finalización
