Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,Patriotas,0  :  3,Tolima,La Independencia,2012,Apertura
Fecha 1,Envigado,2  :  2,Cúcuta,Polideportivo Sur,2012,Apertura
Fecha 1,Pasto,0  :  0,Medellín,La Libertad,2012,Apertura
Fecha 1,Once Caldas,2  :  2,Real Cartagena,Palogrande,2012,Apertura
Fecha 1,Junior,1  :  1,Quindío,Metropolitano Roberto Meléndez,2012,Apertura
Fecha 1,La Equidad,0  :  0,Itagüí,Metropolitano de Techo,2012,Apertura
Fecha 1,Huila,3  :  0,Boyacá Chicó,Guillermo Plazas Alcid,2012,Apertura
Fecha 1,Santa Fe,1  :  1,Millonarios,El Campín,2012,Apertura
Fecha 1,Nacional,4  :  0,Deportivo Cali,Atanasio Girardot,2012,Apertura
Fecha 2,Cúcuta,0  :  1,Patriotas,General Santander,2012,Apertura
Fecha 2,Itagüí,1  :  0,Nacional,Ditaires,2012,Apertura
Fecha 2,Quindío,2  :  2,Pasto,Centenario,2012,Apertura
Fecha 2,Deportivo Cali,2  :  1,Once Caldas,Pascual Guerrero,2012,Apertura
Fecha 2,Millonarios,1  :  1,Huila,El Campín,2012,Apertura
Fecha 2,Real Cartagena,2  :  1,Junior,Jaime Morón,2012,Apertura
Fecha 2,Boyacá Chicó,1  :  1,La Equidad,La Independencia,2012,Apertura
Fecha 2,Medellín,2  :  2,Envigado,Atanasio Girardot,2012,Apertura
Fecha 2,Tolima,2  :  1,Santa Fe,Manuel Murillo Toro,2012,Apertura
Fecha 3,Nacional,4  :  0,Boyacá Chicó,Atanasio Girardot,2012,Apertura
Fecha 3,Patriotas,2  :  1,Medellín,La Independencia,2012,Apertura
Fecha 3,Huila,3  :  0,Tolima,Guillermo Plazas Alcid,2012,Apertura
Fecha 3,Santa Fe,2  :  0,Cúcuta,El Campín,2012,Apertura
Fecha 3,Real Cartagena,2  :  2,Deportivo Cali,Jaime Moron,2012,Apertura
Fecha 3,Once Caldas,2  :  2,Itagüí,Palogrande,2012,Apertura
Fecha 3,Pasto,1  :  1,Junior,Departamental Libertad,2012,Apertura
Fecha 3,Envigado,3  :  0,Quindío,Polideportivo Sur,2012,Apertura
Fecha 3,La Equidad,0  :  1,Millonarios,Metropolitano de Techo,2012,Apertura
Fecha 4,Junior,1  :  0,Deportivo Cali,Metropolitano Roberto Melendez,2012,Apertura
Fecha 4,Boyacá Chicó,1  :  0,Once Caldas,La Independencia,2012,Apertura
Fecha 4,Tolima,1  :  1,La Equidad,Manuel Murillo Toro,2012,Apertura
Fecha 4,Millonarios,2  :  3,Nacional,El Campín,2012,Apertura
Fecha 4,Medellín,1  :  1,Santa Fe,Atanasio Girardot,2012,Apertura
Fecha 4,Itagüí,3  :  1,Real Cartagena,Ditaires,2012,Apertura
Fecha 4,Cúcuta,1  :  0,Huila,General Santander,2012,Apertura
Fecha 4,Pasto,3  :  1,Envigado,Departamental Libertad,2012,Apertura
