Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,Alianza Petrolera,3 : 3,Atlético Nacional,Daniel Villa Zapata,2016,Finalización
Fecha 1,Rionegro Águilas,0 : 0,Deportes Tolima,Alberto Grisales,2016,Finalización
Fecha 1,Deportivo Cali,3 : 1,Cortuluá,Palmaseca,2016,Finalización
Fecha 1,La Equidad,2 : 2,Envigado F. C.,Metropolitano de Techo,2016,Finalización
Fecha 1,Patriotas,1 : 0,Millonarios,La Independencia,2016,Finalización
Fecha 1,Jaguares,1 : 0,Fortaleza,Jaraguay,2016,Finalización
Fecha 1,Santa Fe,1 : 0,Boyacá Chicó,Nemesio Camacho El Campín,2016,Finalización
Fecha 1,Deportivo Pasto,1 : 2,Once Caldas,Departamental Libertad,2016,Finalización
Fecha 1,Independiente Medellín,1 : 0,Atlético Bucaramanga,Atanasio Girardot,2016,Finalización
Fecha 1,Atlético Huila,3 : 1,Junior,Manuel Murillo Toro,2016,Finalización
Fecha 2,Cortuluá,2 : 0,La Equidad,Doce de Octubre,2016,Finalización
Fecha 2,Fortaleza,2 : 1,Rionegro Águilas,Metropolitano de Techo,2016,Finalización
Fecha 2,Atlético Bucaramanga,0 : 0,Patriotas,Álvaro Gómez Hurtado,2016,Finalización
Fecha 2,Millonarios,1 : 0,Santa Fe,Nemesio Camacho El Campín,2016,Finalización
Fecha 2,Envigado F. C.,1 : 0,Atlético Huila,Polideportivo Sur,2016,Finalización
Fecha 2,Junior,1 : 1,Independiente Medellín,Metropolitano Roberto Meléndez,2016,Finalización
Fecha 2,Boyacá Chicó,0 : 2,Deportivo Pasto,La Independencia,2016,Finalización
Fecha 2,Atlético Nacional,2 : 1,Jaguares,Atanasio Girardot,2016,Finalización
Fecha 2,Deportes Tolima,1 : 0,Deportivo Cali,Manuel Murillo Toro,2016,Finalización
Fecha 2,Once Caldas,1 : 1,Alianza Petrolera,Palogrande,2016,Finalización
Fecha 3,Independiente Medellín,0 : 1,Envigado F. C.,Atanasio Girardot,2016,Finalización
Fecha 3,Atlético Huila,2 : 1,Cortuluá,Guillermo Plazas Alcid,2016,Finalización
Fecha 3,Jaguares,1 : 1,Once Caldas,Jaraguay,2016,Finalización
Fecha 3,Deportes Tolima,0 : 0,Fortaleza,Manuel Murillo Toro,2016,Finalización
Fecha 3,Deportivo Cali,1 : 1,La Equidad,Deportivo Cali,2016,Finalización
Fecha 3,Santa Fe,1 : 0,Atlético Bucaramanga,Nemesio Camacho El Campín,2016,Finalización
Fecha 3,Alianza Petrolera,1 : 0,Boyacá Chicó,Daniel Villa Zapata,2016,Finalización
Fecha 3,Deportivo Pasto,1 : 1,Millonarios,Departamental Libertad,2016,Finalización
Fecha 3,Patriotas,3 : 2,Junior,La Independencia,2016,Finalización
Fecha 3,Rionegro Águilas,1 : 1,Atlético Nacional,Alberto Grisales,2016,Finalización
Fecha 4,Once Caldas,1 : 2,Rionegro Águilas,Palogrande,2016,Finalización
Fecha 4,Fortaleza,0 : 2,Deportivo Cali,Metropolitano de Techo,2016,Finalización
Fecha 4,Cortuluá,3 : 4,Independiente Medellín,Doce de Octubre,2016,Finalización
Fecha 4,Atlético Nacional,2 : 2,Deportes Tolima,Atanasio Girardot,2016,Finalización
Fecha 4,La Equidad,1 : 0,Atlético Huila,Metropolitano de Techo,2016,Finalización
Fecha 4,Junior,2 : 1,Santa Fe,Metropolitano Roberto Meléndez,2016,Finalización
Fecha 4,Atlético Bucaramanga,2 : 1,Deportivo Pasto,Álvaro Gómez Hurtado,2016,Finalización
Fecha 4,Millonarios,1 : 0,Alianza Petrolera,Nemesio Camacho El Campín,2016,Finalización
Fecha 4,Envigado F. C.,0 : 0,Patriotas,Polideportivo Sur,2016,Finalización
Fecha 4,Boyacá Chicó,0 : 1,Jaguares,La Independencia,2016,Finalización
Fecha 5,Patriotas,4 : 1,Cortuluá,La Independencia,2016,Finalización
Fecha 5,Rionegro Águilas,2 : 1,Boyacá Chicó,Alberto Grisales,2016,Finalización
Fecha 5,Alianza Petrolera,0 : 1,Atlético Bucaramanga,Daniel Villa Zapata,2016,Finalización
Fecha 5,Deportivo Pasto,1 : 1,Junior,Departamental Libertad,2016,Finalización
Fecha 5,Independiente Medellín,1 : 0,La Equidad,Atanasio Girardot,2016,Finalización
Fecha 5,Fortaleza,0 : 1,Atlético Nacional,Nemesio Camacho El Campín,2016,Finalización
Fecha 5,Jaguares,2 : 1,Millonarios,Jaraguay,2016,Finalización
Fecha 5,Atlético Huila,2 : 1,Deportivo Cali,Guillermo Plazas Alcid,2016,Finalización
Fecha 5,Deportes Tolima,3 : 0,Once Caldas,Manuel Murillo Toro,2016,Finalización
Fecha 5,Santa Fe,2 : 0,Envigado F. C.,Nemesio Camacho El Campín,2016,Finalización
Fecha 6,Atlético Bucaramanga,1 : 0,Jaguares,Alfonso López,2016,Finalización
Fecha 6,Junior,2 : 0,Alianza Petrolera,Metropolitano Roberto Meléndez,2016,Finalización
Fecha 6,Millonarios,0 : 0,Rionegro Águilas,Nemesio Camacho El Campín,2016,Finalización
Fecha 6,Boyacá Chicó,0 : 4,Deportes Tolima,La Independencia,2016,Finalización
Fecha 6,La Equidad,1 : 1,Patriotas,Metropolitano de Techo,2016,Finalización
Fecha 6,Envigado F. C.,1 : 1,Deportivo Pasto,Polideportivo Sur,2016,Finalización
Fecha 6,Deportivo Cali,1 : 0,Atlético Nacional,Deportivo Cali,2016,Finalización
Fecha 6,Cortuluá,0 : 1,Santa Fe,Doce de Octubre,2016,Finalización
