Fecha,Local,Resultado,Visitante,Estadio,Año,Tipo de Torneo
Fecha 1,La Equidad,1: 1,Alianza Petrolera,Metropolitano de Techo,2014,Apertura
Fecha 1,Santa Fe,3: 0,Itagüí F.C.,Nemesio Camacho El Campín,2014,Apertura
Fecha 1,Uniautónoma,3: 2,Deportes Tolima,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 1,Envigado F.C.,1: 2,Millonarios,Polideportivo Sur,2014,Apertura
Fecha 1,Once Caldas,3: 1,Fortaleza,Palogrande,2014,Apertura
Fecha 1,Atlético Huila,2: 3,Junior,Guillermo Plazas Alcid,2014,Apertura
Fecha 1,Deportivo Pasto,3: 1,Patriotas,Departamental Libertad,2014,Apertura
Fecha 1,Atlético Nacional,3: 1,Independiente Medellín,Atanasio Girardot,2014,Apertura
Fecha 1,Boyacá Chicó,2: 1,Deportivo Cali,La Independencia,2014,Apertura
Fecha 2,Patriotas,0: 0,Once Caldas,La Independencia,2014,Apertura
Fecha 2,Independiente Medellín,2: 0,Deportivo Pasto,Atanasio Girardot,2014,Apertura
Fecha 2,Alianza Petrolera,1: 2,Boyacá Chicó,Álvaro Gómez Hurtado,2014,Apertura
Fecha 2,Junior,1: 1,Uniautónoma,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 2,Fortaleza,1: 2,Santa Fe,Metropolitano de Techo,2014,Apertura
Fecha 2,Deportes Tolima,2: 4,Envigado F.C.,Manuel Murillo Toro,2014,Apertura
Fecha 2,Itagüí F.C.,2: 1,Atlético Huila,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 2,Millonarios,0: 1,La Equidad,Nemesio Camacho El Campín,2014,Apertura
Fecha 2,Deportivo Cali,0: 3,Atlético Nacional,Olímpico Pascual Guerrero,2014,Apertura
Fecha 3,Once Caldas,2: 2,Independiente Medellín,Palogrande,2014,Apertura
Fecha 3,Envigado F.C.,1: 0,Uniautónoma,Polideportivo Sur,2014,Apertura
Fecha 3,La Equidad,0: 2,Deportes Tolima,Metropolitano de Techo,2014,Apertura
Fecha 3,Deportivo Pasto,1: 1,Deportivo Cali,Departamental Libertad,2014,Apertura
Fecha 3,Santa Fe,1: 0,Patriotas,Nemesio Camacho El Campín,2014,Apertura
Fecha 3,Atlético Nacional,5: 1,Alianza Petrolera,Atanasio Girardot,2014,Apertura
Fecha 3,Atlético Huila,3: 1,Fortaleza,Guillermo Plazas Alcid,2014,Apertura
Fecha 3,Boyacá Chicó,1: 0,Millonarios,La Independencia,2014,Apertura
Fecha 3,Junior,2: 0,Itagüí F.C.,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 4,Envigado F.C.,1: 3,La Equidad,Polideportivo Sur,2014,Apertura
Fecha 4,Independiente Medellín,0: 2,Santa Fe,Atanasio Girardot,2014,Apertura
Fecha 4,Deportivo Cali,0: 1,Once Caldas,Olímpico Pascual Guerrero,2014,Apertura
Fecha 4,Uniautónoma,1: 1,Itagüí F.C.,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 4,Alianza Petrolera,1: 1,Deportivo Pasto,Álvaro Gómez Hurtado,2014,Apertura
Fecha 4,Millonarios,3: 1,Atlético Nacional,Nemesio Camacho El Campín,2014,Apertura
Fecha 4,Deportes Tolima,1: 0,Boyacá Chicó,Manuel Murillo Toro,2014,Apertura
Fecha 4,Patriotas,3: 1,Atlético Huila,La Independencia,2014,Apertura
Fecha 4,Fortaleza,0: 0,Junior,Metropolitano de Techo,2014,Apertura
Fecha 5,Boyacá Chicó,2: 0,Envigado F.C.,La Independencia,2014,Apertura
Fecha 5,Atlético Huila,1: 1,Independiente Medellín,Guillermo Plazas Alcid,2014,Apertura
Fecha 5,La Equidad,0: 0,Uniautónoma,Metropolitano de Techo,2014,Apertura
Fecha 5,Deportivo Pasto,1: 1,Millonarios,Departamental Libertad,2014,Apertura
Fecha 5,Itagüí F.C.,2: 1,Fortaleza,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 5,Santa Fe,0: 0,Deportivo Cali,Nemesio Camacho El Campín,2014,Apertura
Fecha 5,Once Caldas,2: 1,Alianza Petrolera,Palogrande,2014,Apertura
Fecha 5,Junior,1: 0,Patriotas,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 5,Atlético Nacional,2: 0,Deportes Tolima,Atanasio Girardot,2014,Apertura
Fecha 6,Uniautónoma,0: 1,Fortaleza,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 6,La Equidad,1: 0,Boyacá Chicó,Metropolitano de Techo,2014,Apertura
Fecha 6,Alianza Petrolera,1: 2,Santa Fe,Álvaro Gómez Hurtado,2014,Apertura
Fecha 6,Patriotas,1: 0,Itagüí F.C.,La Independencia,2014,Apertura
Fecha 6,Millonarios,1: 1,Once Caldas,Nemesio Camacho El Campín,2014,Apertura
Fecha 6,Envigado F.C.,2: 3,Atlético Nacional,Polideportivo Sur,2014,Apertura
Fecha 6,Deportes Tolima,1: 1,Deportivo Pasto,Manuel Murillo Toro,2014,Apertura
Fecha 6,Independiente Medellín,2: 2,Junior,Atanasio Girardot,2014,Apertura
Fecha 6,Deportivo Cali,1: 0,Atlético Huila,Olímpico Pascual Guerrero,2014,Apertura
Fecha 7,Fortaleza,2: 2,Patriotas,Metropolitano de Techo,2014,Apertura
Fecha 7,Atlético Huila,3: 0,Alianza Petrolera,Guillermo Plazas Alcid,2014,Apertura
Fecha 7,Santa Fe,0: 1,Millonarios,Nemesio Camacho El Campín,2014,Apertura
Fecha 7,Boyacá Chicó,3: 2,Uniautónoma,La Independencia,2014,Apertura
Fecha 7,Atlético Nacional,1: 2,La Equidad,Atanasio Girardot,2014,Apertura
Fecha 7,Deportivo Pasto,1: 2,Envigado F.C,Departamental Libertad,2014,Apertura
Fecha 7,Itagüí F.C.,1: 1,Independiente Medellín,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 7,Once Caldas,3: 0,Deportes Tolima,Palogrande,2014,Apertura
Fecha 7,Junior,1: 0,Deportivo Cali,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 8,Uniautónoma,2: 0,Patriotas,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 8,Millonarios,2: 2,Atlético Huila,Nemesio Camacho El Campín,2014,Apertura
Fecha 8,Independiente Medellín,3: 3,Fortaleza,Atanasio Girardot,2014,Apertura
Fecha 8,Envigado F.C.,2: 1,Once Caldas,Polideportivo Sur,2014,Apertura
Fecha 8,La Equidad,1: 1,Deportivo Pasto,Metropolitano de Techo,2014,Apertura
Fecha 8,Alianza Petrolera,1: 0,Junior,Álvaro Gómez Hurtado,2014,Apertura
Fecha 8,Deportivo Cali,2: 3,Itagüí F.C.,Olímpico Pascual Guerrero,2014,Apertura
Fecha 8,Deportes Tolima,0: 0,Santa Fe,Manuel Murillo Toro,2014,Apertura
Fecha 8,Boyacá Chicó,1: 2,Atlético Nacional,La Independencia,2014,Apertura
Fecha 9,Fortaleza,1: 1,La Equidad,Metropolitano de Techo,2014,Apertura
Fecha 9,Patriotas,2: 1,Boyacá Chicó,La Independencia,2014,Apertura
Fecha 9,Independiente Medellín,0: 2,Atlético Nacional,Atanasio Girardot,2014,Apertura
Fecha 9,Deportes Tolima,1: 1,Atlético Huila,Manuel Murillo Toro,2014,Apertura
Fecha 9,Itagüí F.C.,1: 0,Envigado F.C.,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 9,Alianza Petrolera,0: 2,Once Caldas,Álvaro Gómez Hurtado,2014,Apertura
Fecha 9,Deportivo Cali,2: 2,Deportivo Pasto,Olímpico Pascual Guerrero,2014,Apertura
Fecha 9,Millonarios,2: 1,Santa Fe,Nemesio Camacho El Campín,2014,Apertura
Fecha 9,Uniautónoma,1: 2,Junior,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 10,Atlético Nacional,3: 1,Uniautónoma,Atanasio Girardot,2014,Apertura
Fecha 10,Fortaleza,0: 0,Deportivo Cali,Metropolitano de Techo,2014,Apertura
Fecha 10,Junior,0: 1,Millonarios,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 10,Deportivo Pasto,0: 0,Boyacá Chicó,Departamental Libertad,2014,Apertura
Fecha 10,Itagüí F.C.,1: 2,Alianza Petrolera,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 10,Once Caldas,0: 0,La Equidad,Palogrande,2014,Apertura
Fecha 10,Atlético Huila,2: 0,Deportes Tolima,Guillermo Plazas Alcid,2014,Apertura
Fecha 10,Patriotas,1: 0,Independiente Medellín,La Independencia,2014,Apertura
Fecha 10,Santa Fe,0: 1,Envigado F.C.,Nemesio Camacho El Campín,2014,Apertura
Fecha 11,Atlético Nacional,1: 1,Deportivo Pasto,Atanasio Girardot,2014,Apertura
Fecha 11,Alianza Petrolera,1: 0,Fortaleza,Álvaro Gómez Hurtado,2014,Apertura
Fecha 11,Boyacá Chicó,1: 1,Once Caldas,La Independencia,2014,Apertura
Fecha 11,La Equidad,0: 2,Santa Fe,Metropolitano de Techo,2014,Apertura
Fecha 11,Deportivo Cali,2: 1,Patriotas,Olímpico Pascual Guerrero,2014,Apertura
Fecha 11,Envigado F.C.,2: 0,Atlético Huila,Polideportivo Sur,2014,Apertura
Fecha 11,Millonarios,3: 0,Itagüí F.C.,Nemesio Camacho El Campín,2014,Apertura
Fecha 11,Uniautónoma,4: 2,Independiente Medellín,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 11,Deportes Tolima,3: 1,Junior,Manuel Murillo Toro,2014,Apertura
Fecha 12,Atlético Huila,0: 1,La Equidad,Guillermo Plazas Alcid,2014,Apertura
Fecha 12,Itagüí F.C.,1: 0,Deportes Tolima,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 12,Santa Fe,0: 0,Boyacá Chicó,Nemesio Camacho El Campín,2014,Apertura
Fecha 12,Patriotas,3: 3,Alianza Petrolera,La Independencia,2014,Apertura
Fecha 12,Once Caldas,0: 0,Atlético Nacional,Palogrande,2014,Apertura
Fecha 12,Deportivo Pasto,4: 0,Uniautónoma,Departamental Libertad,2014,Apertura
Fecha 12,Independiente Medellín,2: 0,Deportivo Cali,Atanasio Girardot,2014,Apertura
Fecha 12,Junior,1: 0,Envigado F.C.,Olímpico Jaime Morón León,2014,Apertura
Fecha 12,Fortaleza,0: 1,Millonarios,Metropolitano de Techo,2014,Apertura
Fecha 13,Deportivo Pasto,3: 2,Once Caldas,Departamental Libertad,2014,Apertura
Fecha 13,Alianza Petrolera,2: 1,Independiente Medellín,Álvaro Gómez Hurtado,2014,Apertura
Fecha 13,Millonarios,4: 0,Patriotas,Nemesio Camacho El Campín,2014,Apertura
Fecha 13,Boyacá Chicó,1: 0,Atlético Huila,La Independencia,2014,Apertura
Fecha 13,Atlético Nacional,2: 2,Santa Fe,Atanasio Girardot,2014,Apertura
Fecha 13,Envigado F.C.,1: 0,Itagüí F.C.,Polideportivo Sur,2014,Apertura
Fecha 13,La Equidad,0: 1,Junior,Metropolitano de Techo,2014,Apertura
Fecha 13,Deportes Tolima,1: 1,Fortaleza,Manuel Murillo Toro,2014,Apertura
Fecha 13,Uniautónoma,0: 2,Deportivo Cali,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 14,Atlético Huila,2: 0,Atlético Nacional,Guillermo Plazas Alcid,2014,Apertura
Fecha 14,Santa Fe,3: 2,Deportivo Pasto,Nemesio Camacho El Campín,2014,Apertura
Fecha 14,Independiente Medellín,2: 1,Millonarios,Atanasio Girardot,2014,Apertura
Fecha 14,Once Caldas,3: 1,Uniautónoma,Palogrande,2014,Apertura
Fecha 14,Junior,2: 1,Boyacá Chicó,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 14,Deportivo Cali,1: 2,Alianza Petrolera,Olímpico Pascual Guerrero,2014,Apertura
Fecha 14,Itagüí F.C.,3: 1,La Equidad,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 14,Fortaleza,2: 1,Envigado F.C.,Metropolitano de Techo,2014,Apertura
Fecha 14,Patriotas,1: 2,Deportes Tolima,La Independencia,2014,Apertura
Fecha 15,Deportivo Pasto,5: 1,Atlético Huila,Departamental Libertad,2014,Apertura
Fecha 15,Millonarios,1: 0,Deportivo Cali,Nemesio Camacho El Campín,2014,Apertura
Fecha 15,Uniautónoma,0: 2,Alianza Petrolera,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 15,Atlético Nacional,1: 0,Junior,Atanasio Girardot,2014,Apertura
Fecha 15,La Equidad,1: 1,Fortaleza,Metropolitano de Techo,2014,Apertura
Fecha 15,Once Caldas,1: 1,Santa Fe,Palogrande,2014,Apertura
Fecha 15,Boyacá Chicó,0: 1,Itagüí F.C.,La Independencia,2014,Apertura
Fecha 15,Envigado F.C.,2: 2,Patriotas,Polideportivo Sur,2014,Apertura
Fecha 15,Deportes Tolima,1: 1,Independiente Medellín,Manuel Murillo Toro,2014,Apertura
Fecha 16,Alianza Petrolera,2: 1,Millonarios,Álvaro Gómez Hurtado,2014,Apertura
Fecha 16,Junior,1: 0,Deportivo Pasto,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 16,Patriotas,1: 2,La Equidad,La Independencia,2014,Apertura
Fecha 16,Fortaleza,0: 0,Boyacá Chicó,Metropolitano de Techo,2014,Apertura
Fecha 16,Atlético Huila,2: 0,Once Caldas,Guillermo Plazas Alcid,2014,Apertura
Fecha 16,Deportivo Cali,2: 0,Deportes Tolima,Olímpico Pascual Guerrero,2014,Apertura
Fecha 16,Independiente Medellín,3: 2,Envigado F.C.,Atanasio Girardot,2014,Apertura
Fecha 16,Santa Fe,2: 2,Uniautónoma,Nemesio Camacho El Campín,2014,Apertura
Fecha 16,Itagüí F.C.,1: 1,Atlético Nacional,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 17,Deportivo Pasto,1: 2,Itagüí F.C.,Departamental Libertad,2014,Apertura
Fecha 17,Boyacá Chicó,3: 0,Patriotas,La Independencia,2014,Apertura
Fecha 17,Once Caldas,3: 0,Junior,Palogrande,2014,Apertura
Fecha 17,Uniautónoma,1: 0,Millonarios,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 17,Deportes Tolima,1: 2,Alianza Petrolera,Manuel Murillo Toro,2014,Apertura
Fecha 17,La Equidad,2: 1,Independiente Medellín,Metropolitano de Techo,2014,Apertura
Fecha 17,Santa Fe,2: 1,Atlético Huila,Nemesio Camacho El Campín,2014,Apertura
Fecha 17,Envigado F.C.,3: 1,Deportivo Cali,Polideportivo Sur,2014,Apertura
Fecha 17,Atlético Nacional,4: 3,Fortaleza,Atanasio Girardot,2014,Apertura
Fecha 18,Atlético Huila,1: 1,Uniautónoma,Guillermo Plazas Alcid,2014,Apertura
Fecha 18,Millonarios,3: 1,Deportes Tolima,Nemesio Camacho El Campín,2014,Apertura
Fecha 18,Patriotas,2: 1,Atlético Nacional,La Independencia,2014,Apertura
Fecha 18,Itagüí F.C.,2: 2,Once Caldas,Metropolitano Ciudad de Itagüí,2014,Apertura
Fecha 18,Deportivo Cali,1: 0,La Equidad,Olímpico Pascual Guerrero,2014,Apertura
Fecha 18,Independiente Medellín,2: 1,Boyacá Chicó,Atanasio Girardot,2014,Apertura
Fecha 18,Alianza Petrolera,0: 2,Envigado F.C.,Álvaro Gómez Hurtado,2014,Apertura
Fecha 18,Junior,2: 1,Santa Fe,Metropolitano Roberto Meléndez,2014,Apertura
Fecha 18,Fortaleza,4: 1,Deportivo Pasto,Metropolitano de Techo,2014,Apertura
